"ENSOKIT00005021234.1" 84.7606210315831 -4.05088043760299 0.939937862344277 -4.30973216410262 0.0000163452384491499 0.00308925006688933 234 58 14 6
"ENSOKIT00005039714.1" 76.4901773839208 9.73555120447139 1.75864258602795 5.53583273930607 0.0000000309753066141278 0.0000128795324901543 0 0 312 34
"ENSOKIT00005060882.1" 37.689673385376 -8.66310127043357 1.6567368990348 -5.22901450162704 0.000000170415999305094 0.0000506135517936128 83 66 0 0
"ENSOKIT00005062889.1" 172.269184563783 -2.58624727593167 0.482669838288185 -5.35821190962323 0.0000000840496248438703 0.0000291231950084011 206 427 46 50
"ENSOKIT00005063078.1" 94.5402923329447 -3.04190201747935 0.691001843526529 -4.40216194207963 0.0000107177508758552 0.00247580045232255 94 277 15 24
"ENSOKIT00005065079.1" 23.727027140978 -7.99645593105626 1.71859790308757 -4.65289519828351 0.00000327306622856611 0.000850588086148619 47 49 0 0
"ENSOKIT00005068341.1" 246.072312646012 -3.19350996638356 0.44103040490992 -7.24101996331937 0.00000000000044532284153543 0.00000000046291309377608 459 430 51 45
"ENSOKIT00005078997.1" 18.637790359462 -7.64489075546842 2.04315886980273 -3.74170157223581 0.000182778487333653 0.0316663729305553 57 10 0 0
"ENSOKIT00005091707.1" 1348.21975302097 -13.8264125544678 1.54696953422329 -8.93774069145446 0.000000000000000000397207841253561 0.000000000000000825795101966154 3363 1802 0 0
"ENSOKIT00005113439.1" 165.15881920492 2.64651386401162 0.447613166282966 5.91250227509748 0.00000000336949191090679 0.00000175129342069381 38 57 394 196
"ENSOKIT00005117433.1" 92.6824344146626 4.96058378670622 0.711715447155959 6.96989759956579 0.0000000000031717176038528 0.00000000219800029946999 5 7 276 104
"ENSOKIT00005125389.1" 24.710238753873 -8.05226441224952 1.85048404782655 -4.35143681552248 0.0000135248298597822 0.00281181212784872 68 24 0 0
"gene" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "X17104.02RT.01.7_S15_L003" "X17104.02RT.01.8_S16_L002" "X17104.02RT.01.10_S18_L002" "X17104.02RT.01.11_S19_L002"
