target_id	length	eff_length	est_counts	tpm
ENSOKIT00005008248.1	108	61.5816	0	0
ENSOKIT00005067423.1	105	61.2799	0	0
ENSOKIT00005000004.1	164	58.248	0	0
ENSOKIT00005000005.1	164	58.248	0	0
ENSOKIT00005000035.1	54	23.4032	0	0
ENSOKIT00005000058.1	53	22.4305	0	0
ENSOKIT00005001108.1	142	53.9739	0	0
ENSOKIT00005001115.1	142	53.9739	0.0952381	1.39647
ENSOKIT00005001120.1	142	53.9739	0.0952381	1.39647
ENSOKIT00005001127.1	142	53.9739	0.0952381	1.39647
ENSOKIT00005001132.1	142	53.9739	0.0952381	1.39647
ENSOKIT00005001140.1	142	53.9739	0.0952381	1.39647
ENSOKIT00005001146.1	142	53.9739	0.0952381	1.39647
ENSOKIT00005001156.1	142	53.9739	0.0952381	1.39647
ENSOKIT00005001159.1	142	53.9739	0.0952381	1.39647
ENSOKIT00005001166.1	142	53.9739	0.0952381	1.39647
ENSOKIT00005001171.1	142	53.9739	0.0952381	1.39647
ENSOKIT00005001175.1	142	53.9739	0.0952381	1.39647
ENSOKIT00005001182.1	142	53.9739	0.0952381	1.39647
ENSOKIT00005001188.1	142	53.9739	0.0952381	1.39647
ENSOKIT00005001192.1	142	53.9739	0.0952381	1.39647
ENSOKIT00005001200.1	142	53.9739	0.0952381	1.39647
ENSOKIT00005001206.1	142	53.9739	0.0952381	1.39647
ENSOKIT00005001210.1	142	53.9739	0.0952381	1.39647
ENSOKIT00005001218.1	142	53.9739	0.0952381	1.39647
ENSOKIT00005001226.1	142	53.9739	0.0952381	1.39647
ENSOKIT00005001229.1	142	53.9739	0.0952381	1.39647
ENSOKIT00005001239.1	142	53.9739	0.0952381	1.39647
ENSOKIT00005001244.1	142	53.9739	0	0
ENSOKIT00005001384.1	54	23.4032	0	0
ENSOKIT00005001800.1	53	22.4305	0	0
ENSOKIT00005003363.1	54	23.4032	1	33.8165
ENSOKIT00005003980.1	52	21.5355	0	0
ENSOKIT00005004343.1	150	54.5693	0	0
ENSOKIT00005004831.1	160	57.4396	0	0
ENSOKIT00005004854.1	165	58.3433	0	0
ENSOKIT00005004867.1	164	58.248	0	0
ENSOKIT00005004886.1	164	58.248	0	0
ENSOKIT00005004901.1	164	58.248	0	0
ENSOKIT00005004916.1	164	58.248	0	0
ENSOKIT00005004935.1	164	58.248	0	0
ENSOKIT00005004952.1	164	58.248	0	0
ENSOKIT00005004967.1	164	58.248	0	0
ENSOKIT00005004984.1	164	58.248	0	0
ENSOKIT00005004997.1	164	58.248	0	0
ENSOKIT00005005009.1	164	58.248	0	0
ENSOKIT00005005027.1	164	58.248	0	0
ENSOKIT00005005040.1	164	58.248	0	0
ENSOKIT00005005052.1	164	58.248	0	0
ENSOKIT00005005064.1	164	58.248	0	0
ENSOKIT00005005078.1	164	58.248	0	0
ENSOKIT00005005094.1	164	58.248	0	0
ENSOKIT00005005104.1	164	58.248	0	0
ENSOKIT00005005116.1	164	58.248	0	0
ENSOKIT00005005126.1	164	58.248	0	0
ENSOKIT00005005133.1	164	58.248	0	0
