target_id	length	eff_length	est_counts	tpm
ENSOKIT00005008248.1	108	39.4547	0	0
ENSOKIT00005067423.1	105	40.0613	0	0
ENSOKIT00005000004.1	164	41.1332	0	0
ENSOKIT00005000005.1	164	41.1332	0	0
ENSOKIT00005000035.1	54	21.8656	0	0
ENSOKIT00005000058.1	53	21.3725	0	0
ENSOKIT00005001108.1	142	33.2034	0	0
ENSOKIT00005001115.1	142	33.2034	0.333333	6.69397
ENSOKIT00005001120.1	142	33.2034	0.333333	6.69397
ENSOKIT00005001127.1	142	33.2034	0.333333	6.69397
ENSOKIT00005001132.1	142	33.2034	0.333333	6.69397
ENSOKIT00005001140.1	142	33.2034	0.333333	6.69397
ENSOKIT00005001146.1	142	33.2034	0.333333	6.69397
ENSOKIT00005001156.1	142	33.2034	0.333333	6.69397
ENSOKIT00005001159.1	142	33.2034	0.333333	6.69397
ENSOKIT00005001166.1	142	33.2034	0.333333	6.69397
ENSOKIT00005001171.1	142	33.2034	0.333333	6.69397
ENSOKIT00005001175.1	142	33.2034	0.333333	6.69397
ENSOKIT00005001182.1	142	33.2034	0.333333	6.69397
ENSOKIT00005001188.1	142	33.2034	0.333333	6.69397
ENSOKIT00005001192.1	142	33.2034	0.333333	6.69397
ENSOKIT00005001200.1	142	33.2034	0.333333	6.69397
ENSOKIT00005001206.1	142	33.2034	0.333333	6.69397
ENSOKIT00005001210.1	142	33.2034	0.333333	6.69397
ENSOKIT00005001218.1	142	33.2034	0.333333	6.69397
ENSOKIT00005001226.1	142	33.2034	0.333333	6.69397
ENSOKIT00005001229.1	142	33.2034	0.333333	6.69397
ENSOKIT00005001239.1	142	33.2034	0.333333	6.69397
ENSOKIT00005001244.1	142	33.2034	0	0
ENSOKIT00005001384.1	54	21.8656	0	0
ENSOKIT00005001800.1	53	21.3725	0	0
ENSOKIT00005003363.1	54	21.8656	0	0
ENSOKIT00005003980.1	52	20.623	0	0
ENSOKIT00005004343.1	150	36.0682	0	0
ENSOKIT00005004831.1	160	39.9972	0	0
ENSOKIT00005004854.1	165	41.6773	0	0
ENSOKIT00005004867.1	164	41.1332	0	0
ENSOKIT00005004886.1	164	41.1332	0	0
ENSOKIT00005004901.1	164	41.1332	0	0
ENSOKIT00005004916.1	164	41.1332	0	0
ENSOKIT00005004935.1	164	41.1332	0	0
ENSOKIT00005004952.1	164	41.1332	0	0
ENSOKIT00005004967.1	164	41.1332	0	0
ENSOKIT00005004984.1	164	41.1332	0.583333	9.4561
ENSOKIT00005004997.1	164	41.1332	0	0
ENSOKIT00005005009.1	164	41.1332	0.583333	9.4561
ENSOKIT00005005027.1	164	41.1332	0.583333	9.4561
ENSOKIT00005005040.1	164	41.1332	0.583333	9.4561
ENSOKIT00005005052.1	164	41.1332	0.583333	9.4561
ENSOKIT00005005064.1	164	41.1332	0.583333	9.4561
ENSOKIT00005005078.1	164	41.1332	0.583333	9.4561
ENSOKIT00005005094.1	164	41.1332	0.583333	9.4561
ENSOKIT00005005104.1	164	41.1332	0.583333	9.4561
ENSOKIT00005005116.1	164	41.1332	0.583333	9.4561
ENSOKIT00005005126.1	164	41.1332	0.583333	9.4561
ENSOKIT00005005133.1	164	41.1332	0.583333	9.4561
ENSOKIT00005005142.1	164	41.1332	0	0
ENSOKIT00005005158.1	164	41.1332	0	0
ENSOKIT00005005170.1	163	40.8741	0	0
ENSOKIT00005005251.1	164	41.1332	0	0
ENSOKIT00005005337.1	162	40.541	0	0
ENSOKIT00005005346.1	57	24.1686	0	0
ENSOKIT00005005352.1	55	22.6941	0	0
ENSOKIT00005005357.1	148	35.3022	0	0
ENSOKIT00005005372.1	163	40.8741	0	0
ENSOKIT00005005388.1	163	40.8741	0	0
ENSOKIT00005005402.1	164	41.1332	0	0
ENSOKIT00005005586.1	55	22.6941	0	0
ENSOKIT00005006189.1	155	38.1244	0	0
ENSOKIT00005006944.1	55	22.6941	0	0
ENSOKIT00005008550.1	140	33.3151	0	0
ENSOKIT00005009138.1	54	21.8656	0	0
ENSOKIT00005009875.1	53	21.3725	0	0
ENSOKIT00005009971.1	57	24.1686	0	0
ENSOKIT00005010965.1	141	33.2168	0	0
ENSOKIT00005011164.1	55	22.6941	0	0
ENSOKIT00005011315.1	53	21.3725	0	0
ENSOKIT00005011468.1	57	24.1686	0	0
ENSOKIT00005011681.1	57	24.1686	0	0
ENSOKIT00005012364.1	55	22.6941	0	0
ENSOKIT00005013468.1	57	24.1686	0	0
ENSOKIT00005014503.1	209	62.7443	0	0
ENSOKIT00005015055.1	151	36.3763	0	0
ENSOKIT00005015194.1	53	21.3725	0	0
ENSOKIT00005015508.1	55	22.6941	0	0
ENSOKIT00005015557.1	117	38.121	0	0
ENSOKIT00005015564.1	154	37.6886	0	0
ENSOKIT00005016076.1	134	33.7014	0	0
ENSOKIT00005016299.1	56	23.2577	0	0
ENSOKIT00005016577.1	164	41.1332	0	0
ENSOKIT00005016585.1	191	53.3133	0.256015	3.20197
ENSOKIT00005016586.1	174	45.3123	0	0
ENSOKIT00005016594.1	117	38.121	0	0
ENSOKIT00005016606.1	117	38.121	0	0
ENSOKIT00005016635.1	117	38.121	0.171429	2.99852
ENSOKIT00005016641.1	149	35.5866	0	0
ENSOKIT00005016692.1	117	38.121	0	0
ENSOKIT00005016697.1	165	41.6773	0	0
ENSOKIT00005016702.1	117	38.121	0.171429	2.99852
ENSOKIT00005016711.1	161	40.4663	0	0
ENSOKIT00005016716.1	117	38.121	0.171429	2.99852
ENSOKIT00005016725.1	176	46.1196	0	0
ENSOKIT00005016729.1	117	38.121	0.171429	2.99852
ENSOKIT00005016735.1	140	33.3151	0	0
ENSOKIT00005016737.1	117	38.121	0.171429	2.99852
ENSOKIT00005016743.1	184	50.1583	0	0
ENSOKIT00005016751.1	117	38.121	0	0
ENSOKIT00005016757.1	176	46.1196	0	0
ENSOKIT00005016765.1	176	46.1196	0	0
ENSOKIT00005016771.1	181	48.7362	0	0
ENSOKIT00005016777.1	117	38.121	0.171429	2.99852
ENSOKIT00005016786.1	180	48.25	0	0
ENSOKIT00005016788.1	114	38.831	0	0
ENSOKIT00005016790.1	185	50.6337	0	0
ENSOKIT00005016793.1	117	38.121	0.171429	2.99852
ENSOKIT00005016798.1	184	50.1583	0	0
ENSOKIT00005016805.1	118	37.9709	0	0
ENSOKIT00005016810.1	178	47.1991	0	0
ENSOKIT00005016812.1	117	38.121	0.171429	2.99852
ENSOKIT00005016816.1	181	48.7362	0	0
ENSOKIT00005016821.1	174	45.3123	0	0
ENSOKIT00005016829.1	117	38.121	0.171429	2.99852
ENSOKIT00005016835.1	178	47.1991	0	0
ENSOKIT00005016839.1	117	38.121	0.171429	2.99852
